"suppl_name";"buyer_name";"ord_cnt";"rsp_cnt";"des_cnt";"rec_cnt";"rsp_prc";"des_prc";"rec_prc"
Винный Торговый ДОМ;КОРУС Консалтинг СНГ;2;2;2;0;1.0000;1.0000;0.0000
Винный Торговый ДОМ;LeraData;6;6;0;0;1.0000;0.0000;0.0000
"УЗРМВ ""Аква-Вайт";Лента;10;3;10;0;0.3000;1.0000;0.0000
"УЗРМВ ""Аква-Вайт";Розничная сеть Ашан;32;31;0;0;0.9688;0.0000;0.0000
"УЗРМВ ""Аква-Вайт";ТАНДЕР;286;286;286;0;1.0000;1.0000;0.0000
"Винная компания ""Каудаль";Актив;88;0;0;0;0.0000;0.0000;0.0000
"Винная компания ""Каудаль";"""ТС РИОМАГ""";4;4;0;0;1.0000;0.0000;0.0000
Улаев Александр Викторович;МОЛЛ;4;4;2;0;1.0000;0.5000;0.0000
Улаев Александр Викторович;ТАНДЕР;6;6;6;0;1.0000;1.0000;0.0000
Улаев Александр Викторович;"Торговый дом ""ПЕРЕКРЕСТОК";2;1;0;0;0.5000;0.0000;0.0000
Умалат;eXite-Russia;11;0;9;0;0.0000;0.8182;0.0000
Умалат;Гиперглобус;20;0;19;0;0.0000;0.9500;0.0000
"Винзавод ""Надежда";ТАНДЕР;31;31;24;0;1.0000;0.7742;0.0000
Умалат;Смарт Велью Ритейл;8;0;0;0;0.0000;0.0000;0.0000
Вимм-Билль-Данн;"Торговая Группа ""Наш магазин""";1744;0;0;0;0.0000;0.0000;0.0000
Вимм-Билль-Данн;ПУД;47;0;0;0;0.0000;0.0000;0.0000
Вимм-Билль-Данн;eXite-Russia;3540;0;0;0;0.0000;0.0000;0.0000
Виктория;КОРУС Консалтинг СНГ;18;0;18;0;0.0000;1.0000;0.0000
Виктори Групп;ТВК-Р;22;0;0;0;0.0000;0.0000;0.0000
Упакмаркет;ТВК-Р;61;59;57;0;0.9672;0.9344;0.0000
Виктори Групп;МИЛАН;1;0;0;0;0.0000;0.0000;0.0000
Виктори Групп;Гиперглобус;13;0;12;0;0.0000;0.9231;0.0000
Виктор Трейд;ТВК-Р;5;5;0;0;1.0000;0.0000;0.0000
Веста;ТАНДЕР;1740;1204;0;0;0.6920;0.0000;0.0000
Уржумский спиртоводочный завод;СКБ Контур;1;0;0;0;0.0000;0.0000;0.0000
Уржумский спиртоводочный завод;ТАНДЕР;8;8;4;0;1.0000;0.5000;0.0000
Успех ЛТД;"888";7;0;0;0;0.0000;0.0000;0.0000
ВЕСКО;Смарт Велью Ритейл;15;15;0;0;1.0000;0.0000;0.0000
ВЕСКО;КОРУС Консалтинг СНГ;63;0;0;0;0.0000;0.0000;0.0000
"Усть-Лабинская зерновая компания ""Кубань";ТАНДЕР;822;0;0;0;0.0000;0.0000;0.0000
ВЕСКО;eXite-Russia;865;0;0;0;0.0000;0.0000;0.0000
Уткина О.В.;ТВК-Р;1;1;0;0;1.0000;0.0000;0.0000
Вершина;СКБ Контур;1;0;1;0;0.0000;1.0000;0.0000
ВЕРЕСК;СКБ Контур;388;0;0;0;0.0000;0.0000;0.0000
Уфимский мясоконсервный комбинат;Розничная сеть Ашан;158;4;0;0;0.0253;0.0000;0.0000
Венский цех;ТАНДЕР;449;448;290;0;0.9978;0.6459;0.0000
Венский цех;Розничная сеть Ашан;2;0;0;0;0.0000;0.0000;0.0000
Венский цех;LeraData;739;726;674;0;0.9824;0.9120;0.0000
Венский цех;eXite-Russia;1767;0;164;0;0.0000;0.0928;0.0000
ВЕНЕЦИЯ СПБ;eXite-Russia;5;0;0;0;0.0000;0.0000;0.0000
Фабрика Бытовой Химии БОН;ТАНДЕР;4;4;4;0;1.0000;1.0000;0.0000
Вельд-21;СКБ Контур;10;0;0;0;0.0000;0.0000;0.0000
Фабрика домашних солений;"""ТС РИОМАГ""";30;30;2;0;1.0000;0.0667;0.0000
Фабрика домашних солений;LeraData;5;3;1;0;0.6000;0.2000;0.0000
Фабрика домашних солений;КОРУС Консалтинг СНГ;7;6;1;0;0.8571;0.1429;0.0000
Вельд-21;Розничная сеть Ашан;30;0;0;0;0.0000;0.0000;0.0000
Фабрика домашних солений;Розничная сеть Ашан;196;2;195;0;0.0102;0.9949;0.0000
ВеллТрейд;eXite-Russia;4;4;4;0;1.0000;1.0000;0.0000
Фабрика кондитерских изделий Птичье молоко;eXite-Russia;3;0;0;0;0.0000;0.0000;0.0000
Велес Центр;"Торговый дом ""ПЕРЕКРЕСТОК";1;0;0;0;0.0000;0.0000;0.0000
ФАБРИКА ТОРТОВ;Розничная сеть Ашан;154;0;154;0;0.0000;1.0000;0.0000
Велес НН;СПАР МИДДЛ ВОЛГА;10;0;0;0;0.0000;0.0000;0.0000
Вектор-Юг;Виза ТД;2;2;2;0;1.0000;1.0000;0.0000
ФАДЕЕНКОВА ДАРЬЯ ГЕННАДИЕВНА;МОЛЛ;4;0;0;0;0.0000;0.0000;0.0000
Ведзижев М. Т.;ТАНДЕР;707;685;685;0;0.9689;0.9689;0.0000
ФАДЕЕНКОВА ДАРЬЯ ГЕННАДИЕВНА;Розничная сеть Ашан;40;0;0;0;0.0000;0.0000;0.0000
Фалкон Трейдинг Груп;eXite-Russia;5;0;0;0;0.0000;0.0000;0.0000
Введенский завод безалкогольных напитков;ТАНДЕР;155;0;0;0;0.0000;0.0000;0.0000
Ваше здоровье;"888";20;15;15;0;0.7500;0.7500;0.0000
Фамилия;Розничная сеть Ашан;64;0;64;0;0.0000;1.0000;0.0000
Ваш Хлеб;Розничная сеть Ашан;165;0;81;0;0.0000;0.4909;0.0000
Ваш Хлеб;eXite-Russia;422;0;0;0;0.0000;0.0000;0.0000
Варненский комбинат хлебопродуктов;ТАНДЕР;584;266;566;0;0.4555;0.9692;0.0000
Фарватер-Косметикс;АТАК;24;0;20;0;0.0000;0.8333;0.0000
Ванта;ТАНДЕР;3277;3277;3276;0;1.0000;0.9997;0.0000
Ванта;КОРУС Консалтинг СНГ;467;0;458;0;0.0000;0.9807;0.0000
Фарватер-Косметикс;Табер Трейд;2;0;2;0;0.0000;1.0000;0.0000
Фарватер-Косметикс;ТАНДЕР;12;12;12;0;1.0000;1.0000;0.0000
Фарм Форте;Виза ТД;2;0;0;0;0.0000;0.0000;0.0000
ФармЛайн;АТАК;14;0;0;0;0.0000;0.0000;0.0000
ВайнСпиритс;eXite-Russia;9;0;0;0;0.0000;0.0000;0.0000
ФармЛайн;Розничная сеть Ашан;33;0;0;0;0.0000;0.0000;0.0000
ВайнБерри;"""ТС РИОМАГ""";22;17;4;0;0.7727;0.1818;0.0000
Фацер;eXite-Russia;3341;0;0;0;0.0000;0.0000;0.0000
Фацер;LeraData;5601;3470;3325;0;0.6195;0.5936;0.0000
Вайн студио;Виктория Балтия;4;0;0;0;0.0000;0.0000;0.0000
Фацер;ТАНДЕР;88316;53199;83375;0;0.6024;0.9441;0.0000
Феникс;LeraData;8;8;0;0;1.0000;0.0000;0.0000
Феникс;Компания Холидей;1;1;1;0;1.0000;1.0000;0.0000
Вайн студио;БРИСТОЛЬ РИТЕЙЛ ЛОГИСТИКС;10;7;7;0;0.7000;0.7000;0.0000
ВАГРУС М;eXite-Russia;5;0;0;0;0.0000;0.0000;0.0000
БЬЮТИ АРТ;Ритейл Консалтинг Компани;6;0;0;0;0.0000;0.0000;0.0000
БЬЮТИ АРТ;test;9;0;0;0;0.0000;0.0000;0.0000
Фермерские Колбасы;ТАНДЕР;143;119;74;0;0.8322;0.5175;0.0000
Филатова Юлия Владимировна;eXite-Russia;5;0;0;0;0.0000;0.0000;0.0000
Бумага-Трейд;eXite-Russia;1;1;1;0;1.0000;1.0000;0.0000
Фили-Бейкер;eXite-Russia;2688;0;0;0;0.0000;0.0000;0.0000
Фили-Бейкер;LeraData;1453;0;0;0;0.0000;0.0000;0.0000
Фили-Бейкер;АТАК;2542;0;0;0;0.0000;0.0000;0.0000
Фили-Бейкер;Виктория Балтия;1118;0;0;0;0.0000;0.0000;0.0000
"Булочно-кондитерский комбинат ""Моршанский";ТАНДЕР;688;58;328;0;0.0843;0.4767;0.0000
Булочно-кондитерский комбинат;СКБ Контур;40;0;0;0;0.0000;0.0000;0.0000
Фили-Бейкер;ТАНДЕР;12451;0;0;0;0.0000;0.0000;0.0000
ФинИнвест;МОЛЛ;4;4;0;0;1.0000;0.0000;0.0000
Булочно-кондитерский комбинат;eXite-Russia;10;0;0;0;0.0000;0.0000;0.0000
"Фирма ""Арсений";Авоська – два;49;2;0;0;0.0408;0.0000;0.0000
Булацев С.Р.;ТАНДЕР;311;293;195;0;0.9421;0.6270;0.0000
"фирма ""Калория";АТАК;9;5;7;0;0.5556;0.7778;0.0000
Булак;"Торговый дом ""ВКТ";4;0;3;0;0.0000;0.7500;0.0000
Букет Чувашии;СПАР МИДДЛ ВОЛГА;90;89;90;0;0.9889;1.0000;0.0000
"фирма ""Калория";Розничная сеть Ашан;381;376;367;0;0.9869;0.9633;0.0000
"фирма ""Калория";СКБ Контур;130;128;1;0;0.9846;0.0077;0.0000
Брянск-Агро;Лента;4;0;1;0;0.0000;0.2500;0.0000
"Фирма ""ЛИРОНАС";Розничная сеть Ашан;87;0;0;0;0.0000;0.0000;0.0000
"Фирма ""ЛИРОНАС";ТАНДЕР;1556;1351;1346;0;0.8683;0.8650;0.0000
БРПИ;Виктория Балтия;6;6;0;0;1.0000;0.0000;0.0000
"Фирма ""Сигнон";Авоська – два;1;0;0;0;0.0000;0.0000;0.0000
БРПИ;eXite-Russia;59;0;58;0;0.0000;0.9831;0.0000
БРОКАР ПАРФЮМС;ТАНДЕР;16;16;16;0;1.0000;1.0000;0.0000
БРАЗИС-ОБУВЬ;ДИКСИ ЮГ;2;2;2;0;1.0000;1.0000;0.0000
Фирма Мортадель;ТАНДЕР;6;6;0;0;1.0000;0.0000;0.0000
Фирма Мортадель;"Торговый дом ""ПЕРЕКРЕСТОК";8;6;0;0;0.7500;0.0000;0.0000
Фирма Надежда;"888";105;0;0;0;0.0000;0.0000;0.0000
БРАЗИС-ОБУВЬ;LeraData;4;0;4;0;0.0000;1.0000;0.0000
Браво Трейд;Котэкс-Торг;5;0;0;0;0.0000;0.0000;0.0000
Фирма Надежда;Смарт Велью Ритейл;12;0;0;0;0.0000;0.0000;0.0000
БПК-Урал;МОЛЛ;1;0;0;0;0.0000;0.0000;0.0000
Ботаника;test;5;0;4;0;0.0000;0.8000;0.0000
Бона Фиде Трейдинг;БРИСТОЛЬ РИТЕЙЛ ЛОГИСТИКС;1;0;0;0;0.0000;0.0000;0.0000
Болотин П.И.;ТВК-Р;53;0;0;0;0.0000;0.0000;0.0000
Фирма С-2;Авоська – два;236;0;0;0;0.0000;0.0000;0.0000
Фирма С-2;АТАК;5;0;0;0;0.0000;0.0000;0.0000
Фирма С-2;Компания Холидей;2;0;0;0;0.0000;0.0000;0.0000
Фирма С-2;Розничная сеть Ашан;135;0;0;0;0.0000;0.0000;0.0000
Фирма С-2;СКБ Контур;18;0;0;0;0.0000;0.0000;0.0000
Фирма С-2;ТАНДЕР;3;3;3;0;1.0000;1.0000;0.0000
Богачева Людмила Борисовна;КОРУС Консалтинг СНГ;2;2;1;0;1.0000;0.5000;0.0000
Фирма Саман;LeraData;132;132;0;0;1.0000;0.0000;0.0000
Фирма Саман;ТАНДЕР;1445;1023;1042;0;0.7080;0.7211;0.0000
Фирма Саман;ТД АГАТ;48;0;0;0;0.0000;0.0000;0.0000
Боб и Соя;Розничная сеть Ашан;10;0;1;0;0.0000;0.1000;0.0000
Боб и Соя;Гиперглобус;4;0;4;0;0.0000;1.0000;0.0000
Фирма Эвелина;Компания Холидей;23;0;0;0;0.0000;0.0000;0.0000
БМС;ТАНДЕР;390;367;350;0;0.9410;0.8974;0.0000
Фитокосметик;МОЛЛ;1;1;1;0;1.0000;1.0000;0.0000
Фишторг;eXite-Russia;16;0;0;0;0.0000;0.0000;0.0000
Фишторг;LeraData;9;8;0;0;0.8889;0.0000;0.0000
БЛК;eXite-Russia;6;0;6;0;0.0000;1.0000;0.0000
ФишХолл;КОРУС Консалтинг СНГ;1;1;1;0;1.0000;1.0000;0.0000
ФишХолл;ТАНДЕР;2;2;0;0;1.0000;0.0000;0.0000
ФК ДОЛИНА;LeraData;25;0;0;0;0.0000;0.0000;0.0000
БКК Коломенский;Авоська – два;1066;0;0;0;0.0000;0.0000;0.0000
БКК Коломенский;LeraData;4185;4149;0;0;0.9914;0.0000;0.0000
БКК Коломенский;eXite-Russia;3343;0;0;0;0.0000;0.0000;0.0000
Биттиров Алим Исмаилович;ТАНДЕР;6;6;6;0;1.0000;1.0000;0.0000
Бисквит;Торговый Дом ГолдСад;4;0;0;0;0.0000;0.0000;0.0000
ФМСГ РУ;eXite-Russia;6;0;6;0;0.0000;1.0000;0.0000
;ТАНДЕР;60;45;58;0;0.7500;0.9667;0.0000
Бисквит;СКБ Контур;21;0;0;0;0.0000;0.0000;0.0000
Фомкина Ольга Геннадьевна;ТАНДЕР;46;35;28;0;0.7609;0.6087;0.0000
Бисквит;eXite-Russia;252;0;0;0;0.0000;0.0000;0.0000
Бирмаркет;eXite-Russia;5;0;4;0;0.0000;0.8000;0.0000
Форвард Трейд;eXite-Russia;4;4;4;0;1.0000;1.0000;0.0000
Форвард Трейд;КОРУС Консалтинг СНГ;4;3;2;0;0.7500;0.5000;0.0000
Биосфера Полимер;Розничная сеть Ашан;46;2;0;0;0.0435;0.0000;0.0000
Форт;EDISOFT;72;64;42;0;0.8889;0.5833;0.0000
Форт;eXite-Russia;6;0;6;0;0.0000;1.0000;0.0000
Биосфера Полимер;АТАК;12;0;0;0;0.0000;0.0000;0.0000
Форт;АТАК;5;0;0;0;0.0000;0.0000;0.0000
Форт;ГАРАНТ-ТРЕЙД М;58;0;0;0;0.0000;0.0000;0.0000
Форт;Гиперглобус;38;0;38;0;0.0000;1.0000;0.0000
Биостандарт;LeraData;8;2;0;0;0.2500;0.0000;0.0000
Форт;Компания Холидей;4;0;0;0;0.0000;0.0000;0.0000
Биомекс;eXite-Russia;6;1;0;0;0.1667;0.0000;0.0000
Бизон-Т;Локос;2;0;0;0;0.0000;0.0000;0.0000
Форт;ПродМир;4;0;0;0;0.0000;0.0000;0.0000
Бизнес;Розничная сеть Ашан;78;0;0;0;0.0000;0.0000;0.0000
Форт;Розничная сеть Ашан;102;0;87;0;0.0000;0.8529;0.0000
Бизнес;АТАК;74;0;72;0;0.0000;0.9730;0.0000
БИБИКОЛЬ РУС;СКБ Контур;23;23;12;0;1.0000;0.5217;0.0000
Бибиков А.Н.;ТАНДЕР;6;6;6;0;1.0000;1.0000;0.0000
Форт Трейд Логистик;Барс-Ритейл;132;0;0;0;0.0000;0.0000;0.0000
Фортис;КОРУС Консалтинг СНГ;2;0;0;0;0.0000;0.0000;0.0000
Береза;ТАНДЕР;1976;1972;1970;0;0.9980;0.9970;0.0000
Бентус лаборатории;Табер Трейд;1;0;0;0;0.0000;0.0000;0.0000
Бентус лаборатории;Гиперглобус;4;0;4;0;0.0000;1.0000;0.0000
БельПродукт;eXite-Russia;4;0;2;0;0.0000;0.5000;0.0000
Фреш Роял;ТАНДЕР;91;84;76;0;0.9231;0.8352;0.0000
БЕЛЫЙ ПОЛИМЕР;АТАК;5;0;0;0;0.0000;0.0000;0.0000
ФрешПродукт;LeraData;22;0;0;0;0.0000;0.0000;0.0000
ФрешТим;Розничная сеть Ашан;62;0;0;0;0.0000;0.0000;0.0000
Фрешторг;ТАНДЕР;273;258;258;0;0.9451;0.9451;0.0000
Фрибир;СПАР МИДДЛ ВОЛГА;1;0;0;0;0.0000;0.0000;0.0000
Белый квадрат Сервис;Арендатор;1;1;1;0;1.0000;1.0000;0.0000
Белые Горы;ТАНДЕР;1772;825;0;0;0.4656;0.0000;0.0000
Фронери Рус;eXite-Russia;439;0;0;0;0.0000;0.0000;0.0000
ФруктДом;МОЛЛ;1;1;1;0;1.0000;1.0000;0.0000
ФруктМаркет;ТАНДЕР;187;0;0;0;0.0000;0.0000;0.0000
Фруктовая галактика;ТАНДЕР;156;1;0;0;0.0064;0.0000;0.0000
Белые Горы;Розничная сеть Ашан;27;17;10;0;0.6296;0.3704;0.0000
Фруктовая почта;ГУЛЛИВЕР;23;0;0;0;0.0000;0.0000;0.0000
Фруктовая почта;Розничная сеть Ашан;66;0;66;0;0.0000;1.0000;0.0000
Фруктовая почта;Смарт Велью Ритейл;32;0;0;0;0.0000;0.0000;0.0000
Фруктовая почта;ТВК-Р;33;0;0;0;0.0000;0.0000;0.0000
Белоусова Светлана Юрьевна;КОРУС Консалтинг СНГ;265;0;263;0;0.0000;0.9925;0.0000
Фруктовый город;LeraData;14;0;0;0;0.0000;0.0000;0.0000
Фруктовый город;ТАНДЕР;40;31;36;0;0.7750;0.9000;0.0000
Фруктовый город;"ТД ""Дуслык";8;8;7;0;1.0000;0.8750;0.0000
Белорусская продовольственная компания;Гиперглобус;3;0;3;0;0.0000;1.0000;0.0000
Фруктовый Мир;СКБ Контур;1;0;0;0;0.0000;0.0000;0.0000
Белорусская продовольственная компания;LeraData;5;1;3;0;0.2000;0.6000;0.0000
Белорусская продовольственная компания;eXite-Russia;2;0;2;0;0.0000;1.0000;0.0000
Фруктовый Рай;ТАНДЕР;12;11;5;0;0.9167;0.4167;0.0000
Фрут Сервис;eXite-Russia;45;0;0;0;0.0000;0.0000;0.0000
Фрут Сервис;LeraData;2;0;0;0;0.0000;0.0000;0.0000
Белорецкий маслосыркомбинат;ТАНДЕР;3339;3245;3220;0;0.9718;0.9644;0.0000
белла-Дон;Ассорти-Продукт;144;0;0;0;0.0000;0.0000;0.0000
белла-Дон;Арендатор;2;0;0;0;0.0000;0.0000;0.0000
"Белебеевский ордена ""Знак почета"" молочный комбинат";ТАНДЕР;375;365;325;0;0.9733;0.8667;0.0000
БЕЛГОРОДСКИЕ ОВОЩИ;LeraData;15;10;1;0;0.6667;0.0667;0.0000
БЕЛГОРОДСКИЕ ОВОЩИ;eXite-Russia;149;0;0;0;0.0000;0.0000;0.0000
ФРУТАГРО;ТАНДЕР;7;7;6;0;1.0000;0.8571;0.0000
БелВита;Виза ТД;3;0;0;0;0.0000;0.0000;0.0000
Бейгл К;ТВК-Р;23;23;16;0;1.0000;0.6957;0.0000
Бег;Ассорти-Продукт;84;81;0;0;0.9643;0.0000;0.0000
ФРУТЛИДЕР;Розничная сеть Ашан;51;0;0;0;0.0000;0.0000;0.0000
БАШМАКОВСКИЙ ХЛЕБ;КОРУС Консалтинг СНГ;1;0;0;0;0.0000;0.0000;0.0000
БАХЧИСАРАЙ;ТАНДЕР;1;1;0;0;1.0000;0.0000;0.0000
Бахус;ТАНДЕР;13;13;13;0;1.0000;1.0000;0.0000
Бастион;ТАНДЕР;113;108;113;0;0.9558;1.0000;0.0000
"1 Салат";Торговый Дом ГолдСад;4;4;4;0;1.0000;1.0000;0.0000
Бастион;LeraData;8;0;8;0;0.0000;1.0000;0.0000
Фрэш Логистик;СКБ Контур;8;0;0;0;0.0000;0.0000;0.0000
БАСКОНИЯ;Виктория Балтия;4;4;0;0;1.0000;0.0000;0.0000
Баринофф;LeraData;3;1;1;0;0.3333;0.3333;0.0000
Барилла Рус;Розничная сеть Ашан;270;0;0;0;0.0000;0.0000;0.0000
Барилла Рус;Гиперглобус;21;0;20;0;0.0000;0.9524;0.0000
Барилла Рус;LeraData;14;0;0;0;0.0000;0.0000;0.0000
Барилла Рус;eXite-Russia;7;0;0;0;0.0000;0.0000;0.0000
ФЦ-Фаворит;ТАНДЕР;45;7;0;0;0.1556;0.0000;0.0000
Хайят;ТВК-Р;2;2;0;0;1.0000;0.0000;0.0000
Хайят Сервис;Т и К Продукты;9;0;0;0;0.0000;0.0000;0.0000
Халвичный завод «Нальчикский;ТАНДЕР;13;13;13;0;1.0000;1.0000;0.0000
Баргус Трейд;"Торговый дом ""ПЕРЕКРЕСТОК";1;0;0;0;0.0000;0.0000;0.0000
Баляев Равиль Абдулкаримович;ТАНДЕР;2317;2166;0;0;0.9348;0.0000;0.0000
Бальзам;eXite-Russia;8;0;0;0;0.0000;0.0000;0.0000
Хачатрян Г.Ф.;ТАНДЕР;1956;0;0;0;0.0000;0.0000;0.0000
Хачатрян Г.Ф.;"Торговый дом ""ПЕРЕКРЕСТОК";652;0;0;0;0.0000;0.0000;0.0000
БалтОвощ;LeraData;9;1;9;0;0.1111;1.0000;0.0000
Хироу Рус;eXite-Russia;5;0;0;0;0.0000;0.0000;0.0000
"ХК ""Ополье";eXite-Russia;37;4;5;0;0.1081;0.1351;0.0000
"ХК ""Ополье";LeraData;608;608;608;0;1.0000;1.0000;0.0000
"ХК ""Ополье";АТАК;915;0;848;0;0.0000;0.9268;0.0000
Балтик продукт;ТАНДЕР;28;28;28;0;1.0000;1.0000;0.0000
Балтик продукт;LeraData;10;0;0;0;0.0000;0.0000;0.0000
