"suppl_name";"buyer_name";"ord_cnt";"rsp_cnt";"des_cnt";"rec_cnt";"rsp_prc";"des_prc";"rec_prc"
Выксунский хлеб;СПАР МИДДЛ ВОЛГА;260;2;166;221;0.0077;0.6385;0.8500
Скайфуд;ДИКСИ ЮГ;80;79;68;68;0.9875;0.8500;0.8500
Домашних В.В.;ТАНДЕР;60;60;60;51;1.0000;1.0000;0.8500
Елизавета+;ДИКСИ ЮГ;20;17;17;17;0.8500;0.8500;0.8500
Абинский Пивовар;ТВК-Р;80;80;80;68;1.0000;1.0000;0.8500
Мясной Дом;ТАНДЕР;404;404;346;343;1.0000;0.8564;0.8490
Магпрод;ТАНДЕР;66;65;65;56;0.9848;0.9848;0.8485
Мстинское Молоко;"Торговый дом ""ПЕРЕКРЕСТОК";1600;1371;1381;1357;0.8569;0.8631;0.8481
Сейма-Птица;"Торговый дом ""ПЕРЕКРЕСТОК";348;345;343;295;0.9914;0.9856;0.8477
Рус-Том;ДИКСИ ЮГ;59;0;35;50;0.0000;0.5932;0.8475
Кондитер трейд;СПАР МИДДЛ ВОЛГА;131;0;122;111;0.0000;0.9313;0.8473
eXite-Russia;ТВК-Р;72;72;71;61;1.0000;0.9861;0.8472
Нальчикский молочный комбинат;СКБ Контур;170;161;166;144;0.9471;0.9765;0.8471
Йошкар-Олинский мясокомбинат;КОРУС Консалтинг СНГ;660;165;19;559;0.2500;0.0288;0.8470
Новая Сибирь Химия Инвентарь;Лента;124;0;111;105;0.0000;0.8952;0.8468
РАЙ ФРУКТОВ;"Торговый дом ""ПЕРЕКРЕСТОК";176;153;151;149;0.8693;0.8580;0.8466
СЫТИНЪ - СОЧИ;"Торговый дом ""ПЕРЕКРЕСТОК";625;589;508;529;0.9424;0.8128;0.8464
"ТК"" Рыбновский молочный комбинат";СПАР МИДДЛ ВОЛГА;78;0;53;66;0.0000;0.6795;0.8462
ТК Меридиан;ДИКСИ ЮГ;13;12;12;11;0.9231;0.9231;0.8462
Аксенов Владимир Владимирович;ДИКСИ ЮГ;13;1;0;11;0.0769;0.0000;0.8462
ТОРГАГРО;Лента;78;0;71;66;0.0000;0.9103;0.8462
МореЛэнд;"Торговый дом ""ПЕРЕКРЕСТОК";129;113;109;109;0.8760;0.8450;0.8450
Славяна;ДИКСИ ЮГ;955;0;825;807;0.0000;0.8639;0.8450
Пекарня Андреасян;СКБ Контур;45;0;39;38;0.0000;0.8667;0.8444
ЛК Дистрибуция;ТАНДЕР;45;45;39;38;1.0000;0.8667;0.8444
Витамины с грядки;КОРУС Консалтинг СНГ;128;0;113;108;0.0000;0.8828;0.8438
Агромясопром;Лента;51;4;47;43;0.0784;0.9216;0.8431
ТД Метелица;ТАНДЕР;51;51;44;43;1.0000;0.8627;0.8431
Эвитэк;ТАНДЕР;70;61;59;59;0.8714;0.8429;0.8429
"УЗРМВ ""Аква-Вайт";"Торговый дом ""ПЕРЕКРЕСТОК";146;145;130;123;0.9932;0.8904;0.8425
Ризык;Форвард;444;0;381;374;0.0000;0.8581;0.8423
Хаме Фудс;"Торговый дом ""ПЕРЕКРЕСТОК";38;36;35;32;0.9474;0.9211;0.8421
Чипита Санкт-Петербург;СКБ Контур;19;0;11;16;0.0000;0.5789;0.8421
ЮНИТИ-М;Барс-Ритейл;19;0;0;16;0.0000;0.0000;0.8421
Фрутстар;ДИКСИ ЮГ;38;0;0;32;0.0000;0.0000;0.8421
Дмитровские колбасы;Фреш Маркет;19;16;16;16;0.8421;0.8421;0.8421
ВЕСКО;Розничная сеть Зельгрос;19;8;16;16;0.4211;0.8421;0.8421
Сулимовский Торговый Дом;"Торговый дом ""ПЕРЕКРЕСТОК";2963;2841;2841;2492;0.9588;0.9588;0.8410
Шишкин Лес Торг;ДИКСИ ЮГ;44;0;37;37;0.0000;0.8409;0.8409
Гермис;"Торговый дом ""ПЕРЕКРЕСТОК";94;90;75;79;0.9574;0.7979;0.8404
ТРИ ПИНГВИНА;"Торговый дом ""ПЕРЕКРЕСТОК";463;0;393;389;0.0000;0.8488;0.8402
Новотроицкий мясокомбинат;КОРУС Консалтинг СНГ;25;25;22;21;1.0000;0.8800;0.8400
Торговая компания МАКСИМА;ГУЛЛИВЕР;25;25;25;21;1.0000;1.0000;0.8400
Экстра М;ТАНДЕР;50;50;50;42;1.0000;1.0000;0.8400
Венеция;Ассорти-Продукт;75;0;21;63;0.0000;0.2800;0.8400
ЕВРО-ОПТ;Розничная сеть Зельгрос;25;23;21;21;0.9200;0.8400;0.8400
"ТК ""МЕГАПОЛИС";Гиперглобус;205;0;16;172;0.0000;0.0780;0.8390
Фрут-Фэмэли;ТАНДЕР;93;62;83;78;0.6667;0.8925;0.8387
Фруктовый город;"Торговый дом ""ПЕРЕКРЕСТОК";155;137;120;130;0.8839;0.7742;0.8387
ТД Молочное;"Торговый дом ""ПЕРЕКРЕСТОК";2306;2076;1924;1934;0.9003;0.8343;0.8387
Манго;"Торговый дом ""ПЕРЕКРЕСТОК";136;54;54;114;0.3971;0.3971;0.8382
Кондитерская фабрика «ФАНТЭЛЬ;ДИКСИ ЮГ;1825;203;196;1529;0.1112;0.1074;0.8378
Владалко;ДИКСИ ЮГ;74;74;74;62;1.0000;1.0000;0.8378
КОРУС Консалтинг СНГ;ЭССЕН Логистик;228;6;6;191;0.0263;0.0263;0.8377
Шереметьевские торты;"Торговый дом ""ПЕРЕКРЕСТОК";6185;0;5262;5179;0.0000;0.8508;0.8373
Козырева Л.А.;Лента;43;33;36;36;0.7674;0.8372;0.8372
ТД РОССИЧ;СКБ Контур;577;74;58;483;0.1282;0.1005;0.8371
Мясной дом БОРОДИНА;КОРУС Консалтинг СНГ;1214;0;0;1016;0.0000;0.0000;0.8369
Млечный путь;Лента;196;71;187;164;0.3622;0.9541;0.8367
"Тепличный комбинат ""Майский";"Торговый дом ""ПЕРЕКРЕСТОК";49;36;37;41;0.7347;0.7551;0.8367
Останкино-новый стандарт;Ритм-2000;49;0;8;41;0.0000;0.1633;0.8367
Группа Черкизово;Т и К Продукты;808;0;730;675;0.0000;0.9035;0.8354
МаСКо;Элемент-Трейд;1463;0;0;1221;0.0000;0.0000;0.8346
Дмитровские колбасы;Т и К Продукты;526;445;448;439;0.8460;0.8517;0.8346
Эссойла;ДИКСИ ЮГ;429;0;0;358;0.0000;0.0000;0.8345
Серовский гормолзавод;"Торговый дом ""ПЕРЕКРЕСТОК";319;315;265;266;0.9875;0.8307;0.8339
"Питомник ""Сады Кубани";Элемент-Трейд;6;0;1;5;0.0000;0.1667;0.8333
Крымэколайф;ПУД;12;0;10;10;0.0000;0.8333;0.8333
Парус-Плюс;МИЛАН;6;0;6;5;0.0000;1.0000;0.8333
Бибиков А.Н.;"Торговый дом ""ПЕРЕКРЕСТОК";6;0;0;5;0.0000;0.0000;0.8333
Диви Арт;ТАНДЕР;6;5;5;5;0.8333;0.8333;0.8333
Диетика;Ритейл-Центр;18;0;18;15;0.0000;1.0000;0.8333
Фруктовый Мир;"Торговый дом ""ПЕРЕКРЕСТОК";6;6;5;5;1.0000;0.8333;0.8333
Сервиспродукт;КОРУС Консалтинг СНГ;6;5;6;5;0.8333;1.0000;0.8333
АСТ-Интернэшнл Инваэронмэнт;"Торговый дом ""ПЕРЕКРЕСТОК";144;123;114;120;0.8542;0.7917;0.8333
МОН ШАРМЕ;Лента;18;2;15;15;0.1111;0.8333;0.8333
ДЭНМАКС;"Торговый дом ""ПЕРЕКРЕСТОК";18;0;0;15;0.0000;0.0000;0.8333
Сарая СНГ;"Торговый дом ""ПЕРЕКРЕСТОК";6;5;5;5;0.8333;0.8333;0.8333
ТД Рузское молоко;СПАР МИДДЛ ВОЛГА;72;0;69;60;0.0000;0.9583;0.8333
Заргарян А.П.;КОРУС Консалтинг СНГ;78;0;65;65;0.0000;0.8333;0.8333
ЛМР Пласт;ДИКСИ ЮГ;6;0;6;5;0.0000;1.0000;0.8333
Прайс-Т;Компания Холидей;12;0;11;10;0.0000;0.9167;0.8333
Ногинский Пищевой Комбинат;Фреш Маркет;6;6;4;5;1.0000;0.6667;0.8333
Партнер;КОРУС Консалтинг СНГ;6;0;5;5;0.0000;0.8333;0.8333
МастерФуд НЧ;ОПТОВИК;12;0;0;10;0.0000;0.0000;0.8333
Агрофирма Вятские Зори;ЭССЕН Логистик;18;18;11;15;1.0000;0.6111;0.8333
СПАЙКА-РУС;ЭССЕН Логистик;6;3;4;5;0.5000;0.6667;0.8333
Экстра М;СКБ Контур;6;0;6;5;0.0000;1.0000;0.8333
Меридиан;ТАНДЕР;6;6;5;5;1.0000;0.8333;0.8333
ЭРКОНПРОДУКТ;ДИКСИ ЮГ;12;11;0;10;0.9167;0.0000;0.8333
Самарский кондитер;КОРУС Консалтинг СНГ;6;4;5;5;0.6667;0.8333;0.8333
Торговый Дом Азимут Фиш;Ритейл-Центр;6;0;6;5;0.0000;1.0000;0.8333
Кондитерпром;ТАНДЕР;77;77;64;64;1.0000;0.8312;0.8312
eXite-Russia;Лента;10414;0;8919;8653;0.0000;0.8564;0.8309
Левант Алексей Евгеньевич;СПАР МИДДЛ ВОЛГА;65;0;32;54;0.0000;0.4923;0.8308
ПК Эко.Сенеж;КОРУС Консалтинг СНГ;118;0;99;98;0.0000;0.8390;0.8305
Южная дистрибуторская компания;Солнечный круг;528;0;428;438;0.0000;0.8106;0.8295
Первый Оптовик;СПАР МИДДЛ ВОЛГА;176;0;154;146;0.0000;0.8750;0.8295
Кудинова Н. Г.;"Торговый дом ""ПЕРЕКРЕСТОК";170;140;0;141;0.8235;0.0000;0.8294
РУСАГРО-САХАР;Лента;123;0;111;102;0.0000;0.9024;0.8293
Фирма Саман;"Торговый дом ""ПЕРЕКРЕСТОК";6117;5203;5130;5071;0.8506;0.8386;0.8290
Фрэш Логистик;КОРУС Консалтинг СНГ;292;12;26;242;0.0411;0.0890;0.8288
Динамика;Ритейл-Центр;35;31;31;29;0.8857;0.8857;0.8286
Ариан;Лента;688;0;4;570;0.0000;0.0058;0.8285
LeraData;Т и К Продукты;238;4;213;197;0.0168;0.8950;0.8277
Аквалайн;"Торговый дом ""ПЕРЕКРЕСТОК";145;126;108;120;0.8690;0.7448;0.8276
БалтОвощ;ДИКСИ ЮГ;52;4;2;43;0.0769;0.0385;0.8269
Унивита Петербург;КОРУС Консалтинг СНГ;173;0;0;143;0.0000;0.0000;0.8266
Стэлс;ГУЛЛИВЕР;92;84;85;76;0.9130;0.9239;0.8261
Круг;"Торговый дом ""ПЕРЕКРЕСТОК";5714;0;0;4717;0.0000;0.0000;0.8255
КАРАВАЙ;КОРУС Консалтинг СНГ;23827;14916;19835;19670;0.6260;0.8325;0.8255
Мирато Азия;"Торговый дом ""ПЕРЕКРЕСТОК";63;55;21;52;0.8730;0.3333;0.8254
АИДИ и К;"Торговый дом ""ПЕРЕКРЕСТОК";1887;1453;1598;1557;0.7700;0.8468;0.8251
Маркет Трейд;"Торговый дом ""ПЕРЕКРЕСТОК";97;0;0;80;0.0000;0.0000;0.8247
СИСЛИНК;СПАР МИДДЛ ВОЛГА;2203;0;1517;1815;0.0000;0.6886;0.8239
МПК Атяшевский;Сладкая Жизнь Плюс;34;34;24;28;1.0000;0.7059;0.8235
НАДЕЖДА;"Торговый дом ""ПЕРЕКРЕСТОК";34;29;28;28;0.8529;0.8235;0.8235
Малина;ТАНДЕР;34;32;32;28;0.9412;0.9412;0.8235
Гранд Кастель;"Торговый дом ""ПЕРЕКРЕСТОК";17;7;12;14;0.4118;0.7059;0.8235
Корвет-Трейд;"Торговый дом ""ПЕРЕКРЕСТОК";34;28;28;28;0.8235;0.8235;0.8235
Рус-Том;Лента;17;0;14;14;0.0000;0.8235;0.8235
ТД Три Кита;КОРУС Консалтинг СНГ;283;3;3;233;0.0106;0.0106;0.8233
Адмирал-ПТК;СКБ Контур;197;163;164;162;0.8274;0.8325;0.8223
Домашние пельмени;"Торговый дом ""ПЕРЕКРЕСТОК";45;0;0;37;0.0000;0.0000;0.8222
ТД Три Кита;ОПТОВИК;112;0;0;92;0.0000;0.0000;0.8214
Мирата;ТВК-Р;50;49;49;41;0.9800;0.9800;0.8200
Аварус;ДИКСИ ЮГ;183;2;3;150;0.0109;0.0164;0.8197
Аэростар Контракт;Лента;11;11;7;9;1.0000;0.6364;0.8182
ВегаТрейд;ТАНДЕР;11;9;6;9;0.8182;0.5455;0.8182
ПРОДО Тюменский бройлер;ДИКСИ ЮГ;66;54;54;54;0.8182;0.8182;0.8182
Сергачский хлебозавод;"Торговый дом ""ПЕРЕКРЕСТОК";165;152;158;135;0.9212;0.9576;0.8182
ТК Меридиан;СКБ Контур;11;0;9;9;0.0000;0.8182;0.8182
Профилактика;"Торговый дом ""ПЕРЕКРЕСТОК";22;17;17;18;0.7727;0.7727;0.8182
ЛЭЙН ГРАНД;СКБ Контур;378;364;328;309;0.9630;0.8677;0.8175
Томаровский мясокомбинат;"Торговый дом ""ПЕРЕКРЕСТОК";1318;1315;695;1077;0.9977;0.5273;0.8171
Парадокс;ТАНДЕР;71;68;67;58;0.9577;0.9437;0.8169
Дальневосточная компания;Лента;71;0;70;58;0.0000;0.9859;0.8169
Угличский завод минеральной воды;"Торговый дом ""ПЕРЕКРЕСТОК";441;358;10;360;0.8118;0.0227;0.8163
"ТК ""Мираторг";Ритейл-Центр;87;80;74;71;0.9195;0.8506;0.8161
ТРИО;СПАР МИДДЛ ВОЛГА;337;0;278;275;0.0000;0.8249;0.8160
Карус;СКБ Контур;168;0;0;137;0.0000;0.0000;0.8155
К-ТЕКС;Лента;81;0;0;66;0.0000;0.0000;0.8148
ПЛОДООВОЩНОЙ СОЮЗ;ДИКСИ ЮГ;176;17;157;143;0.0966;0.8920;0.8125
Фамилия;КОРУС Консалтинг СНГ;16;0;0;13;0.0000;0.0000;0.8125
Аквалайн;Лента;16;16;16;13;1.0000;1.0000;0.8125
Карташев Владимир Валерьевич;ТАНДЕР;16;0;0;13;0.0000;0.0000;0.8125
Агла;"ТД ""Дуслык";16;0;7;13;0.0000;0.4375;0.8125
ТД Три Кита;"Торговый дом ""ПЕРЕКРЕСТОК";48;29;29;39;0.6042;0.6042;0.8125
Фамилия;СКБ Контур;117;0;0;95;0.0000;0.0000;0.8120
ТК-Феникс;Барс-Ритейл;69;0;58;56;0.0000;0.8406;0.8116
Славянка-Торг;ДИКСИ ЮГ;53;28;49;43;0.5283;0.9245;0.8113
Владалко;"Торговый дом ""ПЕРЕКРЕСТОК";21;16;16;17;0.7619;0.7619;0.8095
Регион-Трейд;"Торговый дом ""ПЕРЕКРЕСТОК";17824;17544;14398;14429;0.9843;0.8078;0.8095
Грибаков Дмитрий Вадимович;"Торговый дом ""ПЕРЕКРЕСТОК";21;3;16;17;0.1429;0.7619;0.8095
Белорусская продовольственная компания;ДИКСИ ЮГ;21;1;17;17;0.0476;0.8095;0.8095
ЯНДАР;ОПТОВИК;21;16;16;17;0.7619;0.7619;0.8095
Мурванидзе Шалва Зурабович;СПАР МИДДЛ ВОЛГА;183;157;151;148;0.8579;0.8251;0.8087
Кремнев А.Г.;"Торговый дом ""ПЕРЕКРЕСТОК";125;13;101;101;0.1040;0.8080;0.8080
АРМПРОДУКТ;Солнечный круг;26;0;0;21;0.0000;0.0000;0.8077
Узморье;ТАНДЕР;31;25;25;25;0.8065;0.8065;0.8065
Крупы Урала;ТАНДЕР;31;31;26;25;1.0000;0.8387;0.8065
Хлебокомбинат  Георгиевский;"Торговый дом ""ПЕРЕКРЕСТОК";3555;1;3011;2863;0.0003;0.8470;0.8053
Белый квадрат Сервис;Ассорти-Продукт;77;77;77;62;1.0000;1.0000;0.8052
Дмитровские колбасы;СКБ Контур;282;229;228;227;0.8121;0.8085;0.8050
Кондитерская фабрика «ФАНТЭЛЬ;"Торговый дом ""ПЕРЕКРЕСТОК";4644;3689;3756;3738;0.7944;0.8088;0.8049
"Торговый дом ""Лидер Фреш";ДИКСИ ЮГ;41;39;35;33;0.9512;0.8537;0.8049
Компания Поставка;СПАР МИДДЛ ВОЛГА;56;0;45;45;0.0000;0.8036;0.8036
Дело;КОРУС Консалтинг СНГ;142;0;123;114;0.0000;0.8662;0.8028
Юг АгроТрейд Групп;ДИКСИ ЮГ;463;100;414;371;0.2160;0.8942;0.8013
Казанский хлебозавод №3;"ТД ""Дуслык";311;0;293;249;0.0000;0.9421;0.8006
Фирма Унитрон;"Торговый дом ""ПЕРЕКРЕСТОК";5;0;0;4;0.0000;0.0000;0.8000
Монолит-Т;"Торговый дом ""ПЕРЕКРЕСТОК";25;20;20;20;0.8000;0.8000;0.8000
Шибаев Дмитрий Вячеславович;"Торговый дом ""ПЕРЕКРЕСТОК";40;36;32;32;0.9000;0.8000;0.8000
Мартынова Светлана Геннадьевна;КОРУС Консалтинг СНГ;30;27;27;24;0.9000;0.9000;0.8000
ОВО групп;ТАНДЕР;20;16;16;16;0.8000;0.8000;0.8000
Шишкин Лес Торг;ПродМир;5;4;4;4;0.8000;0.8000;0.8000
МАРГТРЕЙД;Фреш Маркет;5;0;4;4;0.0000;0.8000;0.8000
ОК Верхневолжский продторг;СКБ Контур;5;0;0;4;0.0000;0.0000;0.8000
КУХМАСТЕР;Элемент-Трейд;5;5;5;4;1.0000;1.0000;0.8000
Ладейщикова Татьяна Олеговна;Элемент-Трейд;25;0;0;20;0.0000;0.0000;0.8000
ЛК Дистрибуция;КОРУС Консалтинг СНГ;5;1;5;4;0.2000;1.0000;0.8000
Рефлект-Неон;Т и К Продукты;10;10;9;8;1.0000;0.9000;0.8000
ВИННЫЙ ДОМ ИНКЕРМАН;КОРУС Консалтинг СНГ;5;4;4;4;0.8000;0.8000;0.8000
Пищекомбинат Бежицкий;Лента;5;4;4;4;0.8000;0.8000;0.8000
СЗ Сармич;Фреш Маркет;5;5;4;4;1.0000;0.8000;0.8000
Адмирал-ПТК;Розничная сеть Зельгрос;10;0;10;8;0.0000;1.0000;0.8000
КРОЛЪ и К;Смарт Велью Ритейл;5;0;4;4;0.0000;0.8000;0.8000
АСТ-Интернэшнл Инваэронмэнт;Смарт Велью Ритейл;25;20;20;20;0.8000;0.8000;0.8000
Сентрум;СПАР МИДДЛ ВОЛГА;5;1;5;4;0.2000;1.0000;0.8000
САШЭ;КОРУС Консалтинг СНГ;40;1;35;32;0.0250;0.8750;0.8000
Сейма-Птица;Розничная сеть Зельгрос;5;0;4;4;0.0000;0.8000;0.8000
Фрегат;Ритейл-Центр;15;0;14;12;0.0000;0.9333;0.8000
ФишТорг;СПАР МИДДЛ ВОЛГА;40;39;32;32;0.9750;0.8000;0.8000
СВБК;"Торговый дом ""ПЕРЕКРЕСТОК";10;7;8;8;0.7000;0.8000;0.8000
Гатауллин Р.М.;ТВК-Р;25;0;0;20;0.0000;0.0000;0.8000
СТАНИЧНЫЕ ПРОДУКТЫ;"Торговый дом ""ПЕРЕКРЕСТОК";5;4;4;4;0.8000;0.8000;0.8000
"Кондитерская фабрика ""Вкуснотеевъ";"Торговый дом ""ПЕРЕКРЕСТОК";40;39;32;32;0.9750;0.8000;0.8000
Мирата;КОРУС Консалтинг СНГ;5;0;4;4;0.0000;0.8000;0.8000
АмидаКосметик;Русский Стиль - 97;5;4;4;4;0.8000;0.8000;0.8000
Производственная Компания Валенсия;Т и К Продукты;5;4;4;4;0.8000;0.8000;0.8000
АМОРЕ;КОРУС Консалтинг СНГ;115;88;92;92;0.7652;0.8000;0.8000
Тандем-Нижний Новгород;СПАР МИДДЛ ВОЛГА;612;0;501;489;0.0000;0.8186;0.7990
ТОРГОВАЯ КОМПАНИЯ;ДИКСИ ЮГ;4878;0;91;3895;0.0000;0.0187;0.7985
Свежий хлеб;СКБ Контур;550;536;0;439;0.9745;0.0000;0.7982
Компания Добрыня;"Торговый дом ""ПЕРЕКРЕСТОК";876;733;700;698;0.8368;0.7991;0.7968
"УК ""Регионинвест";"Торговый дом ""ПЕРЕКРЕСТОК";54;48;43;43;0.8889;0.7963;0.7963
Партнер-С;Элемент-Трейд;108;0;0;86;0.0000;0.0000;0.7963
Пельмени от фермера Нагорных;ТАНДЕР;49;49;49;39;1.0000;1.0000;0.7959
"ТД ""Пряничный край";"Торговый дом ""ПЕРЕКРЕСТОК";39;34;14;31;0.8718;0.3590;0.7949
Кинешемский хлебокомбинат;"Торговый дом ""ПЕРЕКРЕСТОК";5184;5179;4685;4120;0.9990;0.9037;0.7948
Красноярское молоко;ГУЛЛИВЕР;471;470;452;374;0.9979;0.9597;0.7941
Невский берег;"Торговый дом ""ПЕРЕКРЕСТОК";131;72;72;104;0.5496;0.5496;0.7939
Лариса;"Торговый дом ""ПЕРЕКРЕСТОК";975;0;0;774;0.0000;0.0000;0.7938
Колос-3;Пушкин В.Е.;286;284;283;227;0.9930;0.9895;0.7937
Каскад-НН;СПАР МИДДЛ ВОЛГА;324;319;315;257;0.9846;0.9722;0.7932
Бальзам;ТАНДЕР;58;58;46;46;1.0000;0.7931;0.7931
Воронежросагро-М;СКБ Контур;29;0;13;23;0.0000;0.4483;0.7931
Альфа Трейд;ТАНДЕР;82;3;63;65;0.0366;0.7683;0.7927
"Холдинг-Компания ""Реал";"Торговый дом ""ПЕРЕКРЕСТОК";2106;0;0;1669;0.0000;0.0000;0.7925
Даниловский Хлебозавод;"Торговый дом ""ПЕРЕКРЕСТОК";212;1;190;168;0.0047;0.8962;0.7925
Железногорский хлебозавод;"Торговый дом ""ПЕРЕКРЕСТОК";11205;10947;10710;8880;0.9770;0.9558;0.7925
ТД РОССИЧ;ОПТОВИК;1122;239;230;889;0.2130;0.2050;0.7923
МАСТЕРФУД;ТАНДЕР;48;48;38;38;1.0000;0.7917;0.7917
ТОРТЫ;Башбакалея;595;36;36;471;0.0605;0.0605;0.7916
Саратов-Холод Плюс;"Торговый дом ""ПЕРЕКРЕСТОК";1066;917;847;843;0.8602;0.7946;0.7908
Шахунское молоко;ТАНДЕР;215;214;214;170;0.9953;0.9953;0.7907
Владимирский хлебокомбинат;"Торговый дом ""ПЕРЕКРЕСТОК";13148;44;10406;10396;0.0033;0.7915;0.7907
Матвеева Марина Владимировна;ТАНДЕР;119;110;110;94;0.9244;0.9244;0.7899
Торговый дом «Мегаполис;Лента;57;0;57;45;0.0000;1.0000;0.7895
Национальные Алкогольные Традиции;ДИКСИ ЮГ;19;17;15;15;0.8947;0.7895;0.7895
Эко-культура-Трейд;Лента;114;62;92;90;0.5439;0.8070;0.7895
Русвинторг;КОРУС Консалтинг СНГ;19;10;19;15;0.5263;1.0000;0.7895
ВЕРЕСК;Лента;61;15;61;48;0.2459;1.0000;0.7869
Прод-Торг;ТАНДЕР;347;347;332;273;1.0000;0.9568;0.7867
Агросила-Коммерция;КОРУС Консалтинг СНГ;1978;1281;1774;1555;0.6476;0.8969;0.7861
Гелиос;КОРУС Консалтинг СНГ;28;0;22;22;0.0000;0.7857;0.7857
ГлобусФрут;ДИКСИ ЮГ;14;0;0;11;0.0000;0.0000;0.7857
ДЕМЕТРА;КОРУС Консалтинг СНГ;56;0;44;44;0.0000;0.7857;0.7857
"ТД ""Абрау";Лента;14;0;12;11;0.0000;0.8571;0.7857
Отрадные;"Торговый дом ""ПЕРЕКРЕСТОК";14;12;9;11;0.8571;0.6429;0.7857
Далеан С;"Торговый дом ""ПЕРЕКРЕСТОК";307;241;0;241;0.7850;0.0000;0.7850
Славяна;Ритм-2000;507;0;0;398;0.0000;0.0000;0.7850
Бархатлева Анна Викторовна;Пет Ритейл;130;105;105;102;0.8077;0.8077;0.7846
Баумбах Сергей Эдуардович;ТАНДЕР;37;37;37;29;1.0000;1.0000;0.7838
Гуламбаев Нодир Сайиткаримович;Элемент-Трейд;143;0;0;112;0.0000;0.0000;0.7832
Экомилк;"Торговый дом ""ПЕРЕКРЕСТОК";327;320;304;256;0.9786;0.9297;0.7829
Рус-Том;Фреш Маркет;23;0;0;18;0.0000;0.0000;0.7826
Оренкарт;"Торговый дом ""ПЕРЕКРЕСТОК";23;3;0;18;0.1304;0.0000;0.7826
МегаФуд;Лев;23;19;18;18;0.8261;0.7826;0.7826
Гермес;ТАНДЕР;255;0;0;199;0.0000;0.0000;0.7804
Группа Черкизово;Элемент-Трейд;305;3;0;238;0.0098;0.0000;0.7803
"1 Салат";КОРУС Консалтинг СНГ;860;675;694;671;0.7849;0.8070;0.7802
eXite-Russia;Домашний Гастроном;50;0;0;39;0.0000;0.0000;0.7800
Алиди-Норд;СПАР МИДДЛ ВОЛГА;3598;0;3042;2806;0.0000;0.8455;0.7799
ТОРГОВАЯ КОМПАНИЯ;КОРУС Консалтинг СНГ;14272;1219;2146;11112;0.0854;0.1504;0.7786
Салина Трейд;КОРУС Консалтинг СНГ;18;4;16;14;0.2222;0.8889;0.7778
Славянка-Торг;ГУЛЛИВЕР;9;9;8;7;1.0000;0.8889;0.7778
Мантинга;"Торговый дом ""ПЕРЕКРЕСТОК";9;5;5;7;0.5556;0.5556;0.7778
ТРАНСАТЛАНТИК ИНТЕРНЕЙШНЛ;"Торговый дом ""ПЕРЕКРЕСТОК";9;0;7;7;0.0000;0.7778;0.7778
НЕО Продукт;Компания Холидей;9;0;0;7;0.0000;0.0000;0.7778
Гермис;Гиперглобус;81;0;65;63;0.0000;0.8025;0.7778
Юпласт-Черноземье;Лента;9;9;7;7;1.0000;0.7778;0.7778
Дьячина Татьяна Юрьевна;СЕМЬЯ;9;9;7;7;1.0000;0.7778;0.7778
КОНТИНЕНТАЛЬ;Лев;9;8;8;7;0.8889;0.8889;0.7778
Агро-Приволжье;КОРУС Консалтинг СНГ;9;1;7;7;0.1111;0.7778;0.7778
Мясокомбинат Клинский;Ритм-2000;18;4;0;14;0.2222;0.0000;0.7778
ПУЛЬСАР;Ритейл-Центр;18;13;13;14;0.7222;0.7222;0.7778
Дары полей;СКБ Контур;9;0;7;7;0.0000;0.7778;0.7778
МегаФуд;Оглоблин Александр Александрович;9;4;0;7;0.4444;0.0000;0.7778
КОНТИНЕНТАЛЬ;Русский Стиль - 97;9;9;7;7;1.0000;0.7778;0.7778
Максимум и К;"Торговый дом ""ПЕРЕКРЕСТОК";9;7;7;7;0.7778;0.7778;0.7778
Уника;СКБ Контур;9;0;5;7;0.0000;0.5556;0.7778
Мегаконд;КОРУС Консалтинг СНГ;1370;0;1294;1065;0.0000;0.9445;0.7774
Новониколаевский;Ритейл-Центр;305;0;253;237;0.0000;0.8295;0.7770
Море продуктов;"Торговый дом ""ПЕРЕКРЕСТОК";121;2;94;94;0.0165;0.7769;0.7769
НТТ;"Торговый дом ""ПЕРЕКРЕСТОК";1583;1581;1232;1229;0.9987;0.7783;0.7764
ТД Рузское молоко;"Торговый дом ""ПЕРЕКРЕСТОК";6405;0;5018;4971;0.0000;0.7835;0.7761
"Винная компания ""Каудаль";Лента;49;4;41;38;0.0816;0.8367;0.7755
Фамилия;Лента;472;0;459;366;0.0000;0.9725;0.7754
EDISOFT;Барс-Ритейл;742;0;140;575;0.0000;0.1887;0.7749
Партнер-С;"Торговый дом ""ПЕРЕКРЕСТОК";355;0;0;275;0.0000;0.0000;0.7746
Ходырев Александр Сергеевич;"Торговый дом ""ПЕРЕКРЕСТОК";1195;0;0;925;0.0000;0.0000;0.7741
ФРЕШ МИКС;ТАНДЕР;358;0;0;277;0.0000;0.0000;0.7737
Солопов Андрей Александрович;Компания Холидей;22;0;17;17;0.0000;0.7727;0.7727
"Агрокомбинат ""Южный";"Торговый дом ""ПЕРЕКРЕСТОК";22;0;0;17;0.0000;0.0000;0.7727
АРСО-ЛОГИСТИК;ДИКСИ ЮГ;22;0;0;17;0.0000;0.0000;0.7727
Амалес;СКБ Контур;79;62;63;61;0.7848;0.7975;0.7722
Дмитрий;"Торговый дом ""ПЕРЕКРЕСТОК";432;333;333;333;0.7708;0.7708;0.7708
